GeneSymbol,V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,SpeciesPrefix,LGroup,GeneLabel
malT_1,0.136201,0.237643,-0.17665,-0.248741,-0.082136,0.173772,0.170636,-0.319546,0.324782,-0.105505,0.102628,-0.201232,-0.109799,0.228674,-0.318113,0.347856,0.11243,0.165207,-0.210649,-0.21001,-0.179514,0.157063,0.26724,0.227055,0.321003,0.123247,0.302295,0.242052,-0.315669,-0.087774,-0.156815,-0.045035,0.121026,0.108688,-0.085461,0.02479,0.171504,-0.188823,0.18769,0.187291,0.019632,-0.115943,-0.229631,-0.051489,-0.226093,-0.201389,0.070139,-0.203023,-0.149482,-0.100448,-0.211267,-0.057393,-0.190401,0.06346,0.151131,-0.16708,0.129748,-0.340916,0.154322,-0.152587,0.133032,-0.129623,-0.014783,-0.128015,0.219377,0.208937,-0.339652,-0.119677,0.285604,-0.121956,0.150536,0.192841,0.21244,-0.3277,0.087535,0.25024,0.208544,0.195548,0.242195,0.118683,-0.220079,0.196342,-0.301875,-0.107222,0.117455,0.262523,-0.2634,-0.057623,-0.11899,-0.130148,-0.21127,-0.160467,-0.131036,0.100297,-0.054042,-0.175068,-0.313552,-0.200307,0.152454,0.150826,0.071079,-0.225545,0.079933,-0.184181,0.20681,0.235726,-0.242239,0.223762,0.181639,0.294628,0.350127,0.070758,0.11995,-0.09533,0.207029,0.200767,-0.220152,-0.188411,0.243996,0.314079,0.193795,-0.124087,0.06559,-0.109914,0.288858,0.14421,-0.078618,-0.14547,KL,1,0
group_9536,-0.203413,-0.188855,-0.007909,0.050358,0.244785,-0.26227,-0.18173,0.126137,-0.218517,0.189102,-0.275669,0.10109,0.13327,-0.059665,0.217999,-0.313795,-0.096902,-0.233988,0.311339,0.096027,0.07252,-0.17133,-0.087187,-0.262337,-0.032164,-0.309832,-0.060766,-0.247314,0.126944,0.175315,0.033585,0.127128,-0.070489,-0.110588,0.244371,-0.132409,-0.319762,0.276034,-0.21344,-0.169352,-0.207465,0.139527,0.149922,0.172571,0.159048,0.014936,-0.132778,0.097323,0.080584,0.242791,0.273755,0.010572,0.251051,-0.237456,-0.15958,0.267667,-0.121245,0.214945,-0.185507,0.118601,0.007926,0.241494,0.081881,0.193873,-0.155212,-0.261664,0.267418,0.272851,-0.147291,0.116493,-0.313301,-0.108328,-0.25543,0.19076,-0.169219,-0.177838,-0.093027,-0.138373,-0.279294,-0.132617,0.201744,-0.235875,0.153411,0.253753,-0.137112,-0.124841,0.101933,0.190063,0.243821,0.236599,0.104132,0.057425,0.112351,0.023118,0.12089,0.074575,0.148581,0.048645,-0.082874,-0.272176,-0.250379,0.066282,-0.211596,0.173186,-0.20603,-0.021868,0.104179,-0.091476,-0.237866,-0.293209,-0.1889,-0.233957,-0.170002,0.191044,-0.05405,-0.156984,0.176204,0.176109,-0.18788,-0.119011,-0.226387,0.126283,-0.235783,0.122344,-0.172855,-0.070846,0.240487,0.162065,KL,0,0
paiA,0.095678,0.130542,0.000317,-0.320544,-0.05041,0.205935,0.226662,-0.189992,0.194129,-0.055933,0.018502,-0.184704,-0.188595,0.131776,-0.173055,0.145327,0.153874,0.20778,-0.305748,-0.093413,-0.192203,0.28347,0.160187,0.175533,0.239959,0.15424,0.032528,0.036517,-0.232642,-0.300329,-0.22565,-0.182183,0.313541,0.279481,-0.319201,0.182294,0.093307,-0.180811,0.282022,0.174909,0.075842,-0.354654,-0.235378,-0.215462,-0.136097,-0.167785,0.18187,-0.225368,-0.017637,-0.193211,-0.207293,-0.2356,-0.256051,0.230657,0.01279,-0.162623,0.325701,-0.206519,0.241203,-0.258187,0.17141,-0.231869,-0.160567,-0.187843,0.206995,0.123233,-0.230611,-0.299401,0.287614,-0.052037,0.1686,0.284685,0.136948,-0.092293,0.154449,0.201319,0.095306,0.192804,0.177659,0.258427,-0.15588,0.163397,-0.174011,-0.182125,0.209044,0.128139,-0.145754,-0.223402,-0.065204,-0.157813,-0.158711,-0.225038,-0.181537,0.145006,-0.03419,-0.221056,-0.19126,-0.014922,0.249597,0.144755,0.072059,-0.225254,0.032582,-0.172182,0.321408,0.223766,-0.111273,0.10924,0.073184,0.208692,0.075568,0.279984,0.244664,-0.153921,0.087275,0.261188,-0.195262,-0.106138,0.200669,0.255546,0.262671,-0.281083,0.150335,-0.081422,0.169127,0.107049,-0.169418,-0.254137,KL,1,0
group_9727,-0.282098,-0.247595,0.048116,0.094778,0.14583,-0.196985,-0.25535,0.051498,-0.081295,0.216981,-0.258307,0.160046,0.162127,-0.059155,0.249077,-0.12228,-0.156957,-0.25803,0.283047,0.15847,0.138831,-0.233797,-0.14452,-0.238676,-0.164588,-0.195539,-0.236925,-0.105854,0.075923,0.09277,0.253622,0.168282,-0.262512,-0.128541,0.180308,-0.08543,-0.088631,0.024572,-0.114934,-0.301892,-0.290415,0.186829,0.255747,0.137079,0.302984,0.217982,-0.209258,0.157584,0.027646,0.20916,0.144455,0.199709,0.265563,-0.166619,-0.275104,0.205819,-0.1438,0.271499,-0.317534,0.162381,-0.114545,0.104616,0.050545,0.314952,-0.267928,-0.263487,0.228277,0.165458,-0.069315,0.305046,-0.036265,-0.178273,-0.097992,0.195965,-0.115447,-0.097757,-0.209115,-0.144643,-0.11115,-0.084245,0.039796,-0.149475,0.236126,0.175837,-0.175644,-0.179291,0.129696,0.140493,0.009827,0.247813,0.156339,0.169104,0.204685,-0.218797,0.179076,0.091471,0.230245,0.110015,-0.285484,-0.223821,-0.230765,0.211917,-0.213026,0.192553,-0.259291,-0.173667,0.281812,-0.204079,-0.26379,-0.067515,-0.010879,-0.134507,-0.273612,0.208325,-0.202464,-0.285296,0.188459,0.184014,-0.052616,-0.230262,-0.319171,0.122539,-0.101738,0.213179,-0.2428,-0.119403,0.218064,0.042461,KL,0,0
pspF_2,0.311123,0.065283,-0.085687,-0.17745,-0.272066,0.25254,0.056844,-0.123973,0.144765,-0.095364,0.086542,-0.112174,-0.205269,0.269894,-0.097927,0.182771,0.130579,0.198162,-0.281745,-0.233968,-0.031433,0.047089,0.225769,0.140002,0.183301,0.123098,0.160027,0.221538,-0.064451,-0.141739,-0.157743,-0.324021,0.081302,0.177161,-0.162995,0.032655,0.09518,-0.158373,0.10104,-0.016083,0.103546,-0.239866,-0.060771,0.020528,-0.201845,-0.087034,0.229997,-0.100135,-0.046626,-0.272401,-0.331964,-0.086904,-0.089566,0.131343,0.090781,-0.239054,0.146177,-0.292573,0.091276,-0.210468,0.03288,-0.270826,-0.319105,-0.156854,0.268915,0.316852,-0.242275,-0.147019,0.094936,-0.134514,0.067063,0.16555,0.153921,-0.073934,0.058126,0.121412,0.127185,0.044069,0.128585,0.121047,-0.169537,0.03691,-0.264074,-0.250447,0.243112,0.136589,-0.194703,-0.16511,-0.016836,-0.142379,-0.099371,-0.045452,-0.241906,0.206083,-0.26518,-0.122329,-0.345367,-0.185862,0.224507,0.182047,0.193396,-0.141276,0.075887,-0.147729,0.00148,0.115114,-0.167626,0.196041,0.14176,0.08773,0.318875,0.238155,0.091418,-0.251097,0.132162,0.140322,-0.273951,-0.122681,0.179742,0.252545,0.20449,-0.120327,0.165714,-0.184981,0.157537,0.150956,-0.207428,-0.267341,KL,1,0
group_9842,-0.048034,-0.234217,0.195558,0.143362,0.130643,-0.20534,-0.162258,0.148178,-0.277271,0.253958,-0.195999,0.229553,0.106189,-0.261645,0.141376,-0.038956,-0.302786,-0.147186,0.05874,0.227284,0.08864,-0.261248,-0.236362,-0.218295,-0.196541,-0.010717,-0.121639,-0.105655,0.172349,0.13617,0.039421,0.181118,-0.188152,-0.194848,0.155422,-0.106459,-0.136743,0.042907,-0.272066,-0.066188,-0.160287,0.141073,0.25832,0.067838,0.05078,0.094929,-0.10365,0.138568,0.216903,0.32293,0.069045,0.218227,0.118294,-0.190803,-0.173889,0.066882,-0.238827,0.048455,-0.198358,0.164312,-0.04983,0.279025,0.146176,0.274793,-0.184092,-0.080632,0.028906,0.142257,-0.081198,0.225561,-0.173811,-0.217821,-0.162437,0.036989,-0.032606,-0.197002,-0.123191,-0.215316,-0.10355,-0.122345,0.115915,-0.278853,0.141075,0.155421,-0.253671,-0.171444,0.114245,0.246287,0.246823,0.077218,0.096966,0.183966,0.148058,-0.250836,0.0226,0.125129,0.190287,0.298931,-0.120211,-0.191996,-0.17522,0.123065,-0.324749,0.221199,-0.248682,-0.18938,0.176804,-0.196294,-0.057143,-0.203679,-0.251093,-0.185348,-0.123727,0.199369,-0.130914,-0.230969,0.311641,0.063596,-0.254199,-0.179128,-0.180496,0.138765,-0.10414,0.115761,-0.208771,-0.171014,0.052763,0.159908,KL,0,0
safA,0.098234,0.218437,-0.134743,-0.190011,-0.167964,0.0605,0.225128,-0.101318,0.250221,-0.310854,0.036408,-0.198294,-0.315739,0.275005,-0.191064,0.104474,0.156728,0.23602,-0.27167,-0.231783,-0.095448,0.025065,0.204784,0.225216,0.066199,0.271019,0.180395,0.154796,-0.185196,-0.285046,-0.212855,-0.171738,0.082934,0.286466,-0.068457,0.263622,0.051058,-0.101214,0.244475,0.128902,0.200055,-0.214266,-0.147043,-0.218909,-0.236378,-0.065346,0.240483,-0.108176,-0.323748,-0.194194,-0.230406,-0.105513,-0.223846,0.203418,0.083903,-0.276975,0.125016,-0.216734,0.164282,-0.165901,0.17898,-0.183272,-0.190399,-0.183886,0.320415,0.109122,-0.281757,-0.277012,0.137793,-0.110667,0.338787,0.135391,0.17776,-0.050621,0.091964,0.089348,0.176898,0.206947,0.067345,0.150169,-0.094494,0.143942,-0.237244,-0.195576,0.219894,0.217207,-0.169269,-0.219667,-0.126351,-0.233319,-0.10785,-0.237187,-0.140432,0.120018,-0.213043,-0.236708,-0.136849,-0.180591,0.230367,0.245692,0.296199,-0.182343,0.243422,-0.229335,0.1769,0.289961,-0.231495,0.207536,0.107547,0.351302,0.18793,0.152483,0.143481,-0.138548,0.067886,0.159505,-0.230469,-0.21192,0.145451,0.181002,0.164341,-0.23232,0.290504,-0.138962,0.155844,0.270878,-0.208426,-0.184604,KL,1,0
rpoB,-0.175484,-0.279182,0.117963,0.219325,0.300454,-0.120238,-0.262298,0.116852,-0.294942,0.17644,-0.044582,0.029565,0.231054,-0.124907,0.114758,-0.214839,-0.246879,-0.117802,0.164668,0.156913,0.187428,-0.065484,-0.159173,-0.122874,-0.186294,-0.326566,-0.141344,-0.035156,0.245278,0.051424,0.247454,0.254007,-0.13167,-0.218188,0.157603,-0.127326,-0.111872,0.232904,-0.07196,-0.203208,-0.230767,0.088357,0.212811,0.131186,0.224888,0.251549,-0.091501,0.058309,0.102253,0.141466,0.066172,0.215251,0.328913,-0.097891,-0.198064,0.092799,-0.1248,0.32595,-0.272112,0.210864,-0.157717,0.138164,0.117616,0.214456,-0.213096,-0.081394,0.004975,0.075415,-0.107014,0.211018,-0.000401,-0.183357,-0.173474,0.23947,-0.269819,-0.134874,-0.113747,-0.112079,-0.149872,-0.077265,0.286937,-0.280998,0.185482,0.176969,-0.016856,-0.330688,0.209231,0.220045,0.044013,0.18775,0.231633,0.241923,0.15298,-0.063778,0.090755,0.129083,0.046061,0.07943,-0.224577,-0.283102,-0.106615,0.075596,-0.095472,0.207021,-0.13085,-0.262652,0.236556,-0.321351,-0.274586,-0.188802,-0.128712,-0.276805,-0.166684,0.156717,-0.153146,-0.261204,0.135965,0.237901,-0.238108,-0.165921,-0.188356,0.158293,-0.137856,0.258408,-0.008409,-0.172596,0.157692,0.012623,KL,0,1
srlB,0.190057,0.144327,-0.115861,-0.264448,-0.123814,0.11286,0.104323,-0.2355,0.1618,-0.129782,0.259809,-0.324299,-0.195547,0.19906,-0.23458,0.143312,0.016422,0.213526,-0.090584,-0.021778,-0.262639,0.332628,0.211633,0.18262,0.273588,0.33964,0.075008,0.318802,-0.252611,-0.086196,-0.331402,-0.20795,0.136982,0.06758,-0.260494,0.059665,0.169543,-0.194726,0.218973,0.058863,0.218261,-0.161017,-0.161327,-0.133818,-0.110297,-0.200502,0.204121,-0.180551,-0.030065,-0.253187,-0.144273,-0.232717,-0.241576,0.091871,0.176769,-0.211947,0.17274,-0.156612,0.008529,-0.160484,0.128733,-0.134735,-0.109314,-0.188112,0.054471,0.137267,-0.067068,-0.029771,0.026871,-0.334411,0.20861,0.197235,0.185933,-0.099707,0.181456,0.090704,0.214113,0.059598,0.162947,0.185534,-0.159129,0.093756,-0.160437,-0.004066,0.067953,0.325961,-0.2257,-0.311503,-0.328507,-0.236996,-0.178269,-0.14877,-0.063127,0.273418,-0.223045,-0.290469,-0.046004,-0.144139,0.121895,0.24202,0.245925,-0.225389,0.247689,-0.234826,0.148287,0.141742,-0.230916,0.284857,0.221924,0.336671,0.077232,0.2593,0.328206,-0.151115,0.240426,0.151523,-0.28349,-0.247748,0.130814,0.056311,0.22017,-0.318319,0.260363,-0.151565,0.157267,0.103232,-0.066455,-0.240435,KL,1,0
rpsJ,-0.288221,-0.090991,0.256173,0.226686,0.176015,-0.264963,-0.230558,0.01084,-0.2745,0.010894,-0.179596,0.197259,0.103874,-0.138215,0.123351,-0.097209,-0.103042,-0.172954,0.03981,0.119471,0.171359,-0.039709,-0.119528,0.021626,-0.233668,-0.082395,-0.171065,-0.161203,0.270938,0.30009,0.051959,0.184784,-0.215829,-0.182146,0.252792,-0.129288,-0.161112,0.157833,-0.232287,-0.185751,-0.110746,0.304918,0.067154,0.015999,0.19157,0.170152,-0.178089,0.179172,0.086009,0.135231,0.104441,0.027682,0.201443,-0.001283,-0.192116,0.061702,-0.295217,0.151394,-0.01008,0.031057,-0.053466,0.050773,0.315913,0.013943,-0.243549,-0.176622,0.194486,0.30014,-0.145596,0.137382,-0.287692,-0.13381,-0.184643,0.12561,-0.189468,-0.060079,-0.272154,-0.127928,-0.196771,-0.134928,0.194476,-0.048149,0.19332,0.203468,-0.261505,-0.249928,0.170409,0.108508,0.155379,0.138624,0.217885,0.007231,0.221114,-0.156809,0.180386,0.099308,0.090859,0.184101,-0.200367,-0.299502,-0.099021,0.202223,-0.058761,0.272047,-0.254042,-0.213096,0.281131,-0.169829,-0.048396,-0.080053,-0.264092,-0.123237,-0.112827,0.161476,-0.07638,-0.190912,0.180627,0.082988,-0.163724,-0.230715,-0.172328,0.170818,-0.070063,0.054283,-0.182139,-0.187531,0.158996,0.065827,KL,0,0
xynB,0.20252,0.128386,-0.077345,-0.150129,-0.115243,0.106252,0.236198,-0.073992,0.241431,-0.156549,0.166098,-0.088078,-0.074936,0.123973,-0.148375,0.199423,0.275206,0.290395,-0.285954,-0.231911,-0.214006,0.089973,0.264586,0.098535,0.074244,0.184771,0.073398,0.209112,-0.248567,-0.201379,-0.241686,-0.163224,0.154571,0.213395,-0.164454,0.061305,0.269467,-0.099522,0.341627,0.182418,0.076522,-0.170569,-0.249795,-0.124194,-0.108767,-0.138153,0.132373,-0.224061,-0.165868,-0.170621,-0.078545,-0.179656,-0.128586,0.149858,0.11604,-0.255232,0.18728,-0.089427,0.09556,-0.264144,0.233154,-0.170633,-0.163126,-0.16791,0.115051,0.081874,-0.115365,-0.156925,0.35289,-0.056898,0.124736,0.135414,0.132882,-0.211314,0.273466,0.158362,0.216533,0.044066,0.231728,0.353083,-0.178171,0.094897,-0.12296,-0.154107,0.084628,0.167634,-0.189011,-0.200868,-0.09117,-0.125534,-0.253334,-0.214679,-0.207683,0.184035,-0.148486,-0.062845,-0.107263,-0.31397,0.009763,0.128044,0.188239,-0.285954,0.194627,-0.135438,0.193134,0.254493,-0.223782,0.24179,0.222261,0.176286,0.209358,0.307797,0.211789,-0.259903,0.321053,0.288684,-0.169184,-0.074278,0.233449,0.153203,0.270499,-0.175766,0.139439,-0.15702,0.183418,0.269663,-0.102422,-0.240587,KL,1,0
xerD_5,-0.138026,-0.04233,0.10144,0.185472,0.182504,-0.107333,-0.045362,0.105269,-0.149216,0.105575,-0.117407,-0.004269,0.124281,-0.036528,0.097562,-0.102087,-0.156437,-0.133923,0.134448,0.224844,0.290613,-0.16472,-0.076703,-0.109922,-0.076189,-0.068815,-0.136782,-0.302774,0.173206,0.216362,0.050246,0.12779,-0.192193,-0.028495,0.130836,-0.280504,-0.195867,0.1129,-0.094882,-0.026469,-0.036535,0.324512,0.156105,0.026062,0.154644,0.285858,-0.226748,0.131811,0.133781,0.087569,0.235854,0.174516,-0.001366,-0.116772,-0.13562,0.078021,-0.05102,-0.027429,-0.176542,0.200556,-0.08629,0.018412,0.137289,0.24968,-0.078185,-0.163066,0.213367,0.197047,-0.154708,0.15628,-0.012387,-0.136575,-0.044173,0.212345,-0.095158,-0.059424,0.023236,-0.15644,-0.149046,-0.215062,0.182156,-0.065346,0.130706,0.154194,-0.037335,-0.078364,-0.00607,-0.04306,0.172703,0.194726,0.074579,0.053506,0.124547,-0.15005,0.087543,0.1499,0.217631,0.015063,-0.184161,-0.080792,-0.317423,0.285881,-0.115334,0.162948,-0.205386,-0.042316,0.0235,-0.18167,-0.23419,-0.225418,-0.09878,-0.106212,-0.093721,0.106888,-0.028732,-0.138155,0.124671,-0.056926,-0.137236,-0.238998,-0.270557,0.100938,-0.06348,0.131075,-0.165434,-0.131117,0.010047,0.10765,KL,0,0
ylpA_1,0.136893,0.285718,-0.176915,-0.11111,-0.117073,0.248833,0.337377,-0.008953,0.067627,-0.096798,0.171753,-0.116523,-0.117209,0.201218,-0.243292,0.269634,0.23219,0.026532,-0.13373,-0.077081,-0.100217,0.222845,0.233062,0.177606,0.283903,0.081268,0.131893,0.173059,-0.101799,-0.18935,-0.274782,-0.221648,0.209338,0.18686,-0.063021,0.100531,0.251152,-0.204502,0.271839,0.207202,0.097079,-0.120517,-0.258401,-0.135914,-0.156079,-0.162513,0.24002,-0.184567,-0.293748,-0.343114,-0.219917,-0.112977,-0.173578,0.050015,0.290775,-0.170345,0.090736,-0.10385,0.032108,-0.24725,0.291131,-0.207919,-0.09743,-0.054384,0.077934,0.155729,-0.113607,-0.2633,0.176119,-0.235483,0.023726,0.081375,0.210125,-0.236362,0.223635,0.11737,0.236951,0.248043,0.198438,0.21211,-0.166172,0.187281,-0.257808,-0.219851,0.191196,0.207573,-0.097093,-0.190259,-0.312027,0.003193,-0.232645,-0.139071,-0.027379,0.058958,-0.084298,-0.19899,-0.192317,-0.14199,0.279394,0.206709,0.186518,-0.140799,0.201597,-0.222973,0.243439,0.147613,-0.205947,0.1844,0.025088,0.300119,0.188754,0.305998,0.258798,-0.156741,0.25681,0.263868,-0.148238,-0.247534,0.325566,0.204078,0.169989,-0.265074,0.125995,-0.266941,0.153732,0.152083,-0.212896,-0.122612,KL,1,0
yokD_1,-0.318389,-0.168321,0.104432,0.026712,0.105158,-0.156137,-0.112026,0.091388,-0.135833,0.087925,-0.140065,0.1023,0.034815,-0.257671,0.34336,-0.121536,-0.215907,-0.13076,0.225227,0.209256,0.200409,-0.232479,-0.172495,-0.180796,-0.030408,-0.103152,-0.082027,-0.067818,0.13263,0.122922,0.192878,0.118154,-0.215581,-0.192026,0.185934,-0.172814,-0.194882,0.057467,-0.106993,-0.167823,-0.314076,0.059717,0.25762,0.178586,0.258014,0.160018,-0.224805,0.261635,0.302953,0.084518,0.24072,0.188129,0.270959,-0.230552,-0.159042,0.230271,-0.14817,0.142875,-0.239477,0.122641,-0.051922,0.262868,0.164464,0.18437,-0.258503,-0.104709,0.325903,0.135046,-0.149086,0.287334,-0.054168,-0.14712,-0.302846,0.093221,-0.118483,-0.094391,-0.230484,-0.116587,-0.10338,-0.204305,0.058382,-0.254654,0.318697,0.069612,-0.208775,-0.078238,0.068816,0.228865,0.169853,0.27229,0.167476,0.115008,0.146423,-0.173812,0.197818,0.261723,0.294705,0.164499,-0.156253,-0.319689,-0.153001,0.141185,-0.14155,0.05233,-0.00522,-0.295311,0.204489,-0.15439,-0.229577,-0.228371,-0.128126,-0.167515,-0.102227,0.002524,-0.220105,-0.111947,0.278859,0.256456,-0.2177,-0.255144,-0.08663,0.116998,-0.228573,0.12536,-0.289068,-0.28164,0.222985,0.18832,KL,0,1
yokD,0.188963,0.234375,-0.122367,-0.233843,-0.278565,0.059996,0.137597,-0.271972,0.002692,-0.111565,0.11928,-0.193689,-0.229668,0.307321,-0.137923,0.235263,0.030328,0.292417,-0.023127,-0.174489,-0.027849,0.147162,0.100627,0.130132,0.189927,0.203733,0.081996,0.134232,-0.208667,-0.242375,-0.002505,-0.047378,0.178067,0.216984,-0.296621,0.107903,0.157386,-0.261158,0.146938,0.144975,0.083073,-0.124069,-0.090072,-0.258087,-0.241515,-0.131613,0.060516,-0.230731,-0.043008,-0.094401,-0.08509,-0.117234,-0.26743,0.047643,0.130587,-0.187587,0.167085,-0.012756,0.287762,-0.193147,0.203296,-0.226801,-0.073393,-0.043168,0.221245,0.172301,-0.218671,-0.135865,0.016547,-0.005596,0.236388,0.114287,0.247372,-0.03324,0.072803,0.194635,0.145597,0.099155,-7.6E-05,0.088787,-0.106003,0.224378,-0.241553,-0.103486,0.160776,0.251685,-0.125801,-0.08416,-0.121615,-0.120924,-0.133907,-0.086927,-0.219559,0.134019,-0.103194,-0.24819,-0.246769,-0.237656,0.076536,0.056581,0.270371,-0.142379,0.199514,-0.019513,0.083977,0.193497,-0.134433,0.15665,0.218404,0.229797,0.235266,0.22296,0.149131,-0.242151,0.076059,0.323628,-0.249527,0.019436,0.269334,0.174233,0.179597,-0.162178,0.238169,-0.117627,0.094032,0.20094,0.007384,-0.22703,KL,1,1
accD5_3,0.043139,-0.063866,-0.091522,0.037462,-0.08488,-0.071531,0.079449,-0.052028,-0.010756,-0.094471,0.041118,0.136093,-0.058918,-0.032243,-0.036173,0.068305,0.095983,0.010734,0.180178,0.046661,0.056294,0.094822,-0.068251,0.07615,-0.054899,-0.003245,-0.006561,0.067484,0.055098,-5.7E-05,0.004801,0.071588,0.063005,0.087944,-0.099533,0.129004,-0.015611,-0.10245,0.051105,0.09527,-0.085089,0.023298,0.070159,0.140984,-0.12211,0.071602,0.11489,0.161372,0.030584,-0.019167,0.078663,-0.050447,-0.118887,-0.043011,-0.030829,0.181473,0.029259,0.171423,-0.041691,-0.003781,-0.032755,-0.148237,-0.110009,-0.048494,-0.073536,0.053205,-0.040311,-0.070285,0.029325,-0.112279,0.097423,-0.032329,-0.085071,0.014553,0.167209,-0.063808,0.04706,0.028692,0.094845,-0.091534,0.101966,-0.121542,-0.151334,0.061843,0.128759,-0.085957,0.13093,-0.018205,-0.115318,-0.044955,-0.05391,0.017432,-0.010719,-0.010703,0.00642,0.006043,0.038533,0.181478,0.091164,0.097263,0.089794,0.013684,0.012954,0.116675,0.066456,-0.047808,0.070023,-0.104791,0.105633,-0.038449,0.142994,0.012458,-0.068753,0.031219,-0.011896,0.050002,0.143073,-0.028485,0.11142,-0.025839,0.040958,0.015835,0.120616,0.103697,-0.173587,-0.095844,-0.157789,-0.044327,MY,0,0
aceAa,0.066644,0.107262,-0.042948,-0.090873,-0.047408,-0.064703,-0.013092,0.114699,0.062589,0.045161,0.122455,0.002083,0.030354,0.067181,-0.132437,-0.092812,-0.008559,0.049529,-0.004879,0.118864,-0.115433,0.14505,0.112976,-0.009901,-0.084318,-0.09119,0.145791,-0.064658,-0.008313,-0.003169,-0.0351,-0.125565,0.017469,0.011586,-0.021342,0.074891,-0.151522,0.077676,0.119475,-0.055813,0.018597,0.02292,0.016665,0.025266,0.117625,-0.031145,0.021146,-0.122374,0.080133,0.002093,0.133924,0.085988,-0.018774,-0.075312,-0.018979,-0.048176,-0.060035,0.011287,0.011421,0.182301,-0.060985,0.127277,-0.027291,0.006849,0.051439,-0.122747,-0.010795,-0.103234,0.129278,0.003689,-0.027048,0.111372,0.119847,-0.123486,0.01453,-0.160106,0.122574,-0.018875,-0.124327,0.052755,-0.103076,0.065218,-0.077015,-0.03901,0.115757,-0.082419,0.130798,0.005244,-0.038266,0.090701,0.026261,-0.083508,0.084936,-0.071361,0.082629,0.002346,0.017205,0.015343,-0.013336,-0.027281,-0.054219,0.096189,-0.081947,0.008857,0.116143,-0.054982,-0.02095,0.014024,0.05883,-0.068267,-0.058009,-0.026188,-0.110719,0.024858,-0.149894,0.137686,-0.080592,0.004187,-0.071076,-0.146431,0.035388,-0.135262,-0.020782,-0.132657,0.089997,-0.093596,-0.013305,0.019929,MY,1,0
adk,-0.075507,-0.123944,0.040747,-0.09888,0.131798,0.004008,0.011756,0.045599,0.031954,0.031299,0.073833,-0.051358,-0.095402,-0.126445,0.108992,-0.038914,-0.032692,-0.00413,0.135082,-0.121384,0.076205,-0.015912,-0.116571,0.103662,0.003357,0.075887,-0.112793,-0.094441,-0.181688,-0.120541,-0.040601,0.182831,-0.002973,0.069217,0.00584,0.01345,-0.055872,0.079363,0.052675,0.172334,0.100272,0.001862,0.103052,0.18455,-0.069045,0.149459,-0.030979,-0.091546,0.127384,-0.012458,0.094455,-0.098343,-0.066582,0.13214,-0.052049,0.047521,-0.124206,0.078911,-0.105632,-0.168292,0.003326,0.044227,-0.08337,-0.143607,-0.004649,-0.023379,-0.084234,-0.08527,-0.07889,0.064333,-0.090084,0.02604,0.105938,-0.019353,0.123647,0.079156,0.049447,0.03927,-0.094945,-0.061616,-0.072907,0.053145,0.041765,-0.016442,0.052331,-0.063017,0.086504,-0.104503,-0.01508,0.009815,-0.015689,-0.122127,-0.049475,-0.078034,0.040105,0.183963,-0.000336,-0.055094,0.028254,0.006406,-0.045312,-0.019019,-0.12999,-0.122566,0.015939,0.026883,0.145502,-0.121303,-0.177918,0.042729,-0.04171,-0.063053,-0.136229,0.087128,-0.125613,0.102526,-0.051215,0.050286,0.107212,-0.071946,0.092221,-0.044314,0.043695,0.052696,0.059507,0.040919,-0.057658,0.134738,MY,0,0
