GeneSymbol,V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,SpeciesPrefix,LGroup,GeneLabel
group_4653,0.262204,-0.307439,0.134992,-0.308584,0.088527,-0.215399,0.233375,-0.279354,0.211086,0.356331,-0.305433,0.255937,-0.142664,-0.174307,-0.1711,-0.072437,0.179252,0.110349,0.199396,-0.022507,0.149672,0.252724,-0.082753,-0.172113,-0.106226,0.117132,-0.105005,0.227157,-0.269453,-0.052157,-0.167862,0.177531,-0.172585,0.337881,-0.243619,-0.247225,-0.031235,0.157499,-0.16958,0.171735,0.084954,0.353253,-0.269261,0.035532,0.306865,0.287339,0.174905,0.086496,0.151484,0.098509,0.148483,0.108549,0.211827,-0.297727,0.313886,0.198103,0.127371,-0.197852,-0.187761,-0.040333,-0.208184,-0.201761,0.221296,-0.309825,-0.155202,-0.21653,0.243106,-0.16391,-0.06724,0.292339,0.222735,0.260836,0.211349,-0.250443,0.184405,-0.371312,0.084092,0.168435,0.240363,0.197797,-0.174235,0.217488,-0.216239,-0.205695,0.1988,0.047973,0.200512,0.150202,-0.183529,0.212789,-0.104831,0.090032,-0.136625,-0.119816,-0.182468,0.295109,0.083946,-0.212371,-0.196046,-0.347383,0.285183,0.104743,-0.060871,0.239267,-0.163539,0.109813,0.295808,-0.167588,-0.111864,0.154099,-0.245816,-0.158835,0.267085,0.273185,-0.211666,0.116767,-0.317956,-0.285543,0.183416,0.260962,0.216007,-0.088519,-0.03725,-0.06294,-0.114345,-0.229762,-0.236279,0.161794,KL,0,0
group_8658,-0.102489,0.062144,-0.054328,0.257593,-0.291951,0.24091,-0.280741,0.254546,-0.135716,-0.079494,0.245079,-0.275266,0.211112,0.333878,0.17504,0.118494,-0.299894,-0.098323,-0.321573,0.203544,-0.221273,-0.168777,0.158037,0.215458,0.285203,-0.239447,0.077242,-0.193281,0.142743,0.20427,0.255242,-0.214771,0.199416,-0.047912,0.264662,0.13974,0.285636,-0.20584,0.322429,-0.293342,-0.125781,-0.163748,0.027657,-0.293526,-0.175291,-0.168119,-0.332864,-0.197579,-0.148954,-0.091861,-0.245847,-0.059957,-0.297832,0.192347,-0.208216,-0.205233,-0.127766,0.284049,0.151141,0.153813,0.209918,0.227899,-0.268797,0.196023,0.267272,0.19237,-0.252954,0.281369,0.162625,-0.320901,-0.231273,-0.266162,-0.227252,0.294403,-0.224055,0.253851,-0.309607,-0.30165,-0.068882,-0.063898,0.166038,-0.182069,0.141574,0.232077,-0.164471,-0.203212,-0.193535,-0.354954,0.189783,-0.2115,0.166391,-0.323723,0.240163,0.105871,0.33123,-0.063277,-0.181978,0.21339,0.10784,0.18181,-0.190705,-0.145919,0.292258,-0.077543,0.276452,-0.065843,-0.350265,0.218087,0.309388,-0.098607,0.287187,0.227536,-0.142842,-0.15484,0.136624,-0.233864,0.230579,0.268271,-0.170743,-0.125013,-0.025789,0.230286,0.224991,0.322844,0.113228,0.167162,0.231327,-0.183284,KL,1,1
group_4777,0.043254,-0.258395,0.176988,-0.16348,0.13947,-0.158153,0.181577,-0.095009,0.170401,0.081041,-0.043401,0.303525,-0.007646,-0.214087,0.000966,-0.152413,0.172087,0.201044,0.07648,-0.008142,0.074601,0.116249,-0.254453,-0.169149,-0.134588,0.158881,-0.094899,0.285526,-0.120599,-0.06222,0.022105,0.068829,-0.236919,0.224208,-0.240507,-0.084617,-0.170871,0.067783,-0.067844,0.187091,0.04496,0.036601,-0.166851,0.082917,0.198918,0.001451,-0.005246,0.087144,0.068683,0.059872,0.199876,0.061516,0.111952,-0.0447,0.13671,0.102644,0.044711,-0.176669,-0.103614,-0.217868,-0.184441,-0.156822,0.090221,-0.151188,-0.18572,-0.052641,0.141709,-0.129664,-0.173526,0.152324,0.105154,0.140297,0.157472,-0.147912,0.059016,-0.234507,0.152391,0.09867,0.035611,0.074146,-0.259329,0.116085,-0.286779,-0.131313,0.094906,0.088505,0.01026,0.20431,-0.16672,0.099968,-0.140102,0.23749,-0.197597,-0.18274,-0.145671,0.07503,0.148919,-0.055686,-0.290142,-0.171402,0.048184,0.211341,-0.019808,0.120202,-0.088101,0.237085,0.073031,-0.178064,-0.115815,0.019003,-0.132191,-0.112619,0.243378,0.291145,-0.204921,-0.002618,-0.231979,-0.080654,0.155386,0.246248,0.117448,-0.290947,-0.25908,-0.159835,-0.126218,-0.119552,-0.174248,0.105961,KL,0,0
group_8951,-0.210182,0.085254,-0.103138,0.193878,-0.115088,0.288573,-0.095716,0.043224,-0.177676,-0.155064,0.225197,-0.084758,0.150999,0.147767,0.156709,0.190959,-0.089412,-0.265659,-0.122967,0.30502,-0.193524,-0.191365,0.118462,0.073161,0.210604,-0.202453,0.20517,-0.238074,0.256176,0.174449,0.237078,-0.07887,0.273106,-0.326261,0.129124,0.169683,0.214381,-0.203546,0.012432,-0.083799,-0.169266,-0.236359,0.115404,-0.265447,-0.176133,-0.221109,-0.28919,-0.124809,-0.132048,-0.04588,-0.126589,-0.205047,-0.197353,0.022122,-0.113204,-0.200149,-0.241013,0.145941,0.075012,0.295515,0.214905,0.294897,-0.283963,0.1957,0.171162,0.092376,-0.233659,0.149058,0.276768,-0.237717,-0.154041,-0.159442,-0.134012,0.21306,-0.225961,0.17266,-0.117193,-0.170731,-0.062885,-0.176691,0.243456,-0.191552,0.117126,0.144055,-0.235348,-0.09509,-0.176494,-0.137245,0.274581,-0.085437,0.155469,-0.334333,0.346704,0.102156,0.207539,-0.21746,-0.162373,0.16535,0.308541,0.146054,-0.138751,-0.069198,0.293952,-0.267827,0.197372,-0.152384,-0.304237,0.229054,0.160881,-0.168243,0.21823,0.214977,-0.111013,-0.221151,0.13537,-0.261595,0.320049,0.212415,-0.1341,-0.242043,-0.294681,0.290257,0.04414,0.069849,0.149771,0.007903,0.197584,-0.194658,KL,1,1
group_4843,0.158709,-0.06224,0.151856,-0.328688,0.187216,-0.054628,0.115782,-0.019875,0.052031,0.008105,-0.042161,0.092684,-0.170534,-0.049727,0.048686,-0.133939,0.091211,0.256724,0.239568,-0.148806,0.014361,0.095861,-0.07965,-0.156078,-0.15224,0.064446,-0.14067,0.121281,-0.009925,-0.244618,-0.17124,0.008906,-0.062736,0.219198,-0.2623,-0.029647,-0.244115,0.063443,-0.162639,0.236398,0.094454,0.058424,-0.117261,0.118437,0.056734,0.234516,0.128302,0.176097,0.190018,0.05018,0.25861,0.158933,0.189654,-0.059206,0.247364,-0.011358,0.134296,-0.074631,-0.259541,-0.127281,-0.116534,-0.197663,0.218964,-0.038722,-0.237147,-0.140714,-0.013278,-0.066419,-0.253382,0.139053,0.197761,0.227984,0.189632,-0.203964,-0.01112,-0.130227,0.241076,0.201548,0.224484,0.249144,-0.169702,-0.007619,-0.059584,-0.160882,0.145829,0.244394,0.039449,0.168467,-0.24451,0.282025,-0.110849,0.127946,-0.24734,-0.16326,-0.207653,0.084621,0.113564,-0.102211,-0.206026,-0.164436,0.136745,0.298576,-0.227167,0.054832,-0.173511,0.060222,0.197719,-0.145605,-0.215451,0.152605,-0.189563,-0.31398,0.169274,0.052322,-0.056413,0.244959,0.009659,-0.194605,0.117129,0.137994,0.217923,-0.305218,-0.071991,-0.021802,-0.007858,-0.121713,-0.207584,0.06321,KL,0,0
group_8992,-0.208887,0.234995,-0.132515,0.21516,-0.309024,0.242166,-0.115862,0.229802,-0.225265,-0.164812,0.208941,-0.340123,0.328696,0.158935,0.093944,0.112845,-0.244919,-0.22638,-0.264201,0.359802,-0.129752,-0.072669,0.302565,0.34406,0.180333,-0.356944,0.145767,-0.119946,0.294783,0.314483,0.131138,-0.121548,0.245521,-0.257014,0.284341,0.171135,0.089263,-0.0862,0.073372,-0.309004,-0.301424,-0.309441,0.262198,-0.096549,-0.198722,-0.177037,-0.035487,-0.242357,-0.172553,-0.098934,-0.323485,-0.270122,-0.077479,0.187738,-0.249729,-0.357536,-0.118818,0.352117,0.204461,0.154153,0.101137,0.072372,-0.176406,0.20157,0.118268,0.187309,-0.118491,0.258929,0.144842,-0.226456,-0.17485,-0.176845,-0.191462,0.151378,-0.294357,0.161376,-0.241133,-0.139073,-0.081187,-0.125572,0.287831,-0.233086,0.267225,0.243906,-0.20632,-0.221058,-0.196231,-0.212816,0.224039,-0.036559,0.15184,-0.295422,0.167255,0.102291,0.215227,-0.201828,-0.221175,0.296929,0.300889,0.20192,-0.21036,-0.145858,0.216631,-0.151668,0.256034,-0.244743,-0.208547,0.029059,0.210631,-0.139436,0.26848,0.197045,-0.206347,-0.227968,0.091087,-0.25514,0.316709,0.197987,-0.223567,-0.091364,-0.214658,0.060528,0.210961,0.102679,0.144919,-0.018121,0.264117,-0.149828,KL,1,1
group_4879,0.169607,-0.180477,0.105122,-0.32988,0.172847,-0.150157,0.081136,-0.132255,0.100286,0.315557,-0.30279,0.267169,-0.066676,-0.348992,-0.202286,-0.359035,0.232164,0.282999,0.158811,-0.243886,0.186439,0.298336,-0.281198,-0.348858,-0.297858,0.046695,-0.173189,0.224064,-0.149858,-0.143636,-0.286316,0.312183,-0.334739,0.159917,-0.333389,-0.226168,-0.227921,0.2421,-0.286061,0.228586,0.162617,0.152586,-0.236739,0.257752,0.162159,0.299369,0.328314,0.263546,0.214104,0.051712,0.303446,0.120818,0.245457,-0.249782,0.187349,0.174174,0.306146,-0.218015,-0.182547,-0.135513,-0.153167,-0.253241,0.259281,-0.216812,-0.24243,-0.230762,0.215999,-0.255391,-0.285175,0.155562,0.239208,0.183048,0.130344,-0.213197,0.243789,-0.230181,0.330372,0.07859,0.175847,0.194854,-0.335888,0.079404,-0.151334,-0.278518,0.221353,0.331316,0.308029,0.017561,-0.368656,0.111015,-0.152369,0.332457,-0.191363,-0.193304,-0.350874,0.259811,0.208316,-0.052384,-0.167448,-0.211255,0.086785,0.178054,-0.109038,0.21014,-0.179741,0.339059,0.108826,-0.103529,-0.289412,0.229729,-0.216862,-0.278655,0.228377,0.179977,-0.233943,0.221243,-0.07972,-0.138046,0.173944,0.197381,0.047384,-0.22715,-0.149673,-0.247451,-0.337477,-0.062842,-0.013452,0.217223,KL,0,0
group_9099,-0.149657,0.259992,-0.080266,0.189618,-0.057634,0.198351,-0.337664,0.049967,-0.206521,-0.191127,0.204397,-0.173356,0.017243,0.214572,0.037789,0.333681,-0.16327,-0.071636,-0.149092,0.171421,-0.171613,-0.188849,0.162975,0.252507,0.320829,-0.083046,0.230972,-0.271489,0.094595,0.121791,0.21171,-0.034235,0.194216,-0.286973,0.172823,0.208832,0.227744,-0.301194,0.238179,-0.192176,-0.16007,-0.260929,0.15805,-0.189509,-0.139965,-0.120304,-0.27663,-0.231415,-0.12082,-0.182773,-0.092837,-0.270084,-0.159474,0.163378,-0.251564,-0.247698,-0.183748,0.17759,0.204915,0.276486,0.127761,0.189664,-0.062228,0.125454,0.223187,0.130436,-0.236563,0.144144,0.139387,-0.080561,-0.18567,-0.209685,-0.156986,0.114345,-0.177402,0.131348,-0.307728,-0.194923,-0.351369,-0.187002,0.313198,-0.230956,0.155863,0.1389,-0.317474,-0.157288,-0.214408,-0.326873,0.14532,-0.214667,0.184829,-0.176294,0.288427,0.201574,0.138959,-0.217839,-0.173324,0.252423,0.16604,0.232379,-0.290919,-0.244259,0.30667,-0.184347,0.106241,-0.134599,-0.213216,0.258796,0.023827,-0.333573,0.138626,0.216039,-0.056067,-0.194131,0.206107,-0.306108,0.180833,0.165875,-0.273893,-0.257281,-0.249774,0.206363,0.081445,0.133893,0.171434,0.195291,0.24206,-0.281103,KL,1,1
group_5053,0.217736,-0.107642,0.29635,-0.276115,0.12938,-0.079783,0.076753,-0.220416,0.224843,0.060515,-0.291111,0.192619,-0.079025,-0.159901,-0.087155,0.006394,0.145889,0.207094,0.214371,-0.186828,0.016795,0.272436,-0.033539,0.007734,-0.152053,0.257352,-0.072072,-0.005746,-0.191424,-0.097237,-0.017111,0.249384,-0.128053,0.207153,-0.0176,-0.036896,-0.251667,0.236804,-0.17849,0.019955,0.061467,0.231681,-0.273531,0.20297,0.053955,0.14052,0.162153,0.075524,0.032991,0.254263,0.100657,0.216839,0.156742,-0.109112,0.236851,0.106736,0.086619,-0.236468,-0.184989,-0.200785,0.006918,-0.045923,0.21813,-0.137168,-0.253716,-0.186707,0.179066,-0.105002,-0.07325,0.173664,0.091022,0.267502,0.071507,-0.225681,0.090042,-0.106087,0.128871,0.109413,0.123515,0.036113,-0.19108,0.227332,-0.099535,-0.234467,0.046403,0.147947,0.151294,0.108561,-0.146981,0.15627,-0.156234,0.144393,-0.127429,-0.097736,-0.146898,0.208195,0.233651,-0.169273,-0.203456,0.047988,0.023264,0.02057,0.013946,0.055011,-0.137805,0.167409,0.147591,-0.112743,-0.12105,0.163592,-0.114922,-0.169272,-0.037542,0.088099,-0.078465,0.283528,-0.019119,-0.153047,0.043886,0.268625,0.200459,-0.178077,-0.165334,-0.179727,0.039464,-0.007444,-0.048394,0.203785,KL,0,0
group_9409,-0.295603,0.147949,-0.278811,0.156268,-0.106338,0.163255,-0.325524,0.038623,-0.130834,-0.134062,0.240345,-0.093,0.158765,0.290821,0.094909,0.26675,-0.083416,-0.335906,-0.20292,0.060406,-0.186571,-0.280671,0.28041,0.095443,0.237209,-0.156154,0.280612,-0.259016,0.023875,0.31693,0.127651,-0.184032,0.090407,-0.281684,0.204879,0.246657,0.373415,-0.069267,0.217946,-0.099957,-0.307407,-0.174213,0.238688,-0.194895,-0.149299,-0.152438,-0.225846,-0.209084,-0.249611,-0.291909,-0.221101,-0.092249,-0.158364,0.151818,-0.04594,-0.18168,-0.047696,0.114669,0.157504,0.310074,0.180741,0.250526,-0.196242,0.210282,0.085671,0.213809,-0.201193,0.113075,0.006685,-0.088574,-0.297953,-0.126894,-0.270025,0.213512,-0.035396,0.169628,-0.104946,-0.085768,-0.083301,-0.031696,0.078271,-0.111319,0.171565,0.122256,-0.25827,-0.155595,-0.138718,-0.134601,0.187831,-0.087243,0.144652,-0.215109,0.057754,0.35,0.227523,-0.184,-0.106624,0.144656,0.282076,0.204271,-0.261151,-0.215391,0.183532,-0.039908,0.131397,-0.195718,-0.230992,0.082734,0.087972,-0.177417,0.231004,0.169509,-0.119912,-0.171691,0.196858,-0.141725,0.028612,0.193093,-0.082531,-0.258938,-0.211248,0.21062,0.097309,0.219428,0.17368,0.351272,0.050931,-0.158166,KL,1,1
group_5140,0.13339,-0.308123,0.292132,-0.126375,0.154021,-0.382477,0.185567,-0.332252,0.238844,0.319673,-0.333217,0.247896,-0.225736,-0.204207,-0.233991,-0.202964,0.142839,0.259695,0.302331,-0.271026,0.334905,0.127362,-0.201495,-0.138384,-0.278099,0.261497,-0.137595,0.13536,-0.258585,-0.270743,-0.329133,0.279618,-0.181929,0.208223,-0.153424,-0.23927,-0.124719,0.272882,-0.225461,0.396062,0.270555,0.231278,-0.155168,0.143824,0.286215,0.219604,0.253097,0.267773,0.022769,0.27513,0.17455,0.144587,0.083026,-0.114284,0.287287,0.240513,0.270035,-0.203093,-0.262871,-0.245415,-0.370435,-0.06295,0.197891,-0.165877,-0.112254,-0.146878,0.296647,-0.199274,-0.18889,0.189583,0.316484,0.272884,0.240163,-0.151086,0.28687,-0.180782,0.18138,0.249543,0.301322,0.311415,-0.177379,0.194713,-0.2544,-0.222177,0.205614,0.165255,0.267971,0.180803,-0.222543,0.331545,-0.155819,0.372151,-0.254856,-0.06016,-0.264162,0.148482,0.149424,-0.189918,-0.171384,-0.236066,0.322554,0.218161,-0.258425,0.143944,-0.112521,0.118016,0.204683,-0.224453,-0.244112,0.272404,-0.184441,-0.238454,0.05975,0.104776,-0.124262,0.37128,-0.137907,-0.191208,0.292506,0.059566,0.23692,-0.296207,-0.288014,-0.382604,-0.131767,-0.224142,-0.316815,0.225221,KL,0,0
group_9468,-0.216532,0.22413,-0.216813,0.189606,-0.176077,0.142789,-0.144958,0.212758,-0.203864,-0.22056,0.223181,-0.123231,0.212538,0.167278,0.0693,0.10064,-0.17223,-0.141253,-0.079299,0.241392,-0.068013,-0.308753,0.11849,0.269215,0.092139,-0.229211,0.162959,-0.19645,0.088731,0.163606,0.199925,-0.186498,0.16837,-0.090972,0.234788,0.175043,0.104772,-0.175086,0.172755,-0.221787,-0.313939,-0.040573,0.281688,-0.165497,-0.202644,-0.168311,-0.056464,-0.151865,-0.148013,-0.18609,-0.149304,-0.141828,-0.085891,0.27761,-0.034221,-0.16461,-0.151738,0.121042,0.203878,0.336226,0.093665,0.017844,-0.07766,0.272915,0.236974,0.11692,-0.13348,0.298236,0.088268,-0.067341,-0.032742,-0.270766,-0.217852,0.313388,-0.077931,0.307462,-0.175309,-0.236964,-0.043187,-0.067264,0.055619,-0.293902,0.277888,-0.002474,-0.197521,-0.219496,-0.117389,-0.198269,0.164331,-0.146199,0.297477,-0.165738,0.059034,0.111379,0.289776,-0.206272,-0.300027,0.153377,0.160171,0.01921,-0.080864,-0.068743,0.252486,-0.271996,0.135025,-0.012425,-0.063814,0.144009,0.054155,-0.234195,0.239296,0.281697,-0.15084,-0.216746,0.27625,-0.214645,0.152509,0.318621,-0.268949,-0.215695,-0.121388,0.19394,0.178065,0.228821,0.222336,0.24114,0.006003,-0.177865,KL,1,1
group_5185,0.24052,-0.218668,0.376579,-0.230705,0.011912,-0.049646,0.336056,-0.21933,0.134625,0.108936,-0.086097,0.229033,-0.276642,-0.225076,-0.258977,-0.180163,0.320066,0.23988,0.160887,-0.186122,0.172622,0.20431,-0.236913,-0.167005,-0.134926,0.284241,-0.099882,0.178934,-0.128311,-0.117708,-0.322005,0.12047,-0.115228,0.114028,-0.205903,-0.227637,-0.18324,0.123541,-0.192153,0.038695,0.095437,0.075188,-0.117432,0.21763,0.291889,0.244115,0.316445,0.052665,0.248868,0.152395,0.097689,0.155062,0.104982,-0.283887,0.241633,0.209742,0.220132,-0.023453,-0.264216,-0.316852,-0.205824,-0.239382,0.220564,-0.170595,-0.141514,-0.301571,0.322792,-0.228037,-0.11022,0.201292,0.160802,0.199385,0.378488,-0.255439,0.296205,-0.190549,0.119507,0.277908,0.267637,0.136126,-0.151281,0.343953,-0.119935,-0.335589,0.155221,0.184245,0.257558,0.09476,-0.042754,0.210347,-0.226343,0.05179,-0.195216,-0.055056,-0.149074,0.223404,0.156406,-0.08625,-0.277001,-0.201476,0.226285,0.368903,-0.129382,0.196554,-0.203566,0.299878,0.185811,-0.318567,-0.269792,0.145474,-0.256641,-0.165453,0.319073,0.256929,-0.02068,0.233013,-0.238907,-0.100597,0.140905,0.033726,0.342191,-0.307183,-0.116724,-0.116885,-0.134288,-0.279528,-0.13793,0.259358,KL,0,1
group_964,-0.073317,0.047783,-0.268972,0.226318,-0.14614,0.153159,-0.199587,0.054905,-0.22486,-0.187974,0.226382,-0.22919,0.294423,0.227405,0.195373,0.232624,-0.169629,-0.342781,-0.273599,0.081496,-0.169729,-0.160297,0.26245,0.232029,0.082473,-0.314085,0.274911,-0.237387,0.316104,0.326064,0.181462,-0.167332,0.256916,-0.165224,0.32138,0.154412,0.172414,-0.263598,0.251268,-0.313327,-0.136437,-0.211406,0.22773,-0.265676,-0.22652,-0.104931,-0.190009,-0.155427,-0.142996,-0.250341,-0.173799,-0.159569,-0.280755,0.304572,-0.202638,-0.15924,-0.264696,0.164293,0.175099,0.169427,0.197369,0.253351,-0.31545,0.187166,0.315058,0.083993,-0.081491,0.097959,0.198211,-0.150995,-0.179196,-0.21312,-0.248003,0.108459,-0.161286,0.163333,-0.113665,-0.35033,-0.063537,-0.279865,0.23742,-0.331908,0.240421,0.053208,-0.197383,-0.238672,-0.180217,-0.224503,0.132071,-0.201188,0.226494,-0.130925,0.142886,0.094886,0.262244,-0.137767,-0.194457,0.080103,0.242011,0.196322,-0.169976,-0.23416,0.169334,-0.275286,0.230874,-0.319029,-0.096581,0.187977,0.087414,-0.248487,0.259821,0.129469,-0.222926,-0.229238,0.243585,-0.260059,0.312987,0.098541,-0.285621,-0.287359,-0.261094,0.177221,0.251024,0.224925,0.257892,0.07955,0.145733,-0.266896,KL,1,1
group_5284,0.167669,-0.091877,0.292938,-0.243904,0.19892,-0.151643,0.183875,6.9E-05,0.201777,0.259186,-0.173805,0.193755,-0.125316,-0.073698,-0.301226,-0.211044,0.103063,0.23601,0.097439,-0.325531,0.340221,0.16514,-0.202884,-0.144487,-0.108168,0.274254,-0.108353,0.293038,-0.301412,-0.23797,-0.165708,0.14777,-0.202361,0.013667,-0.073081,-0.301562,-0.06571,0.242878,-0.165379,0.167654,0.100296,0.212964,-0.121254,0.06028,0.13628,0.059433,0.203379,0.193271,0.062649,0.307601,0.173411,0.161279,0.12325,-0.139484,0.214669,0.201199,0.160229,-0.313272,-0.147915,-0.130463,-0.230632,-0.114474,0.245218,-0.10953,-0.25744,-0.199404,0.192379,-0.116507,-0.166056,0.055823,0.132324,0.27286,0.077335,-0.215869,0.195209,-0.145825,0.177413,0.08014,0.16385,0.246441,-0.125868,0.050782,-0.193791,-0.166452,0.197447,0.194933,0.20437,0.258496,-0.217828,0.098028,-0.039061,0.181289,-0.135086,-0.158698,-0.175578,0.267801,0.056494,-0.055617,-0.156625,-0.30225,0.126299,0.224022,-0.228261,0.313924,-0.28796,0.268288,0.218356,-0.303257,-0.176833,0.216878,0.001569,-0.203689,0.033616,0.082584,-0.237947,0.346974,-0.117851,-0.20981,0.187743,0.080544,0.191204,-0.162696,-0.256007,-0.137496,-0.208223,0.020297,-0.156983,0.327795,KL,0,0
hsaD,-0.327373,0.183357,-0.241021,0.184389,-0.129557,0.186991,-0.208943,0.231353,-0.265526,-0.202703,0.25286,-0.088333,0.276321,0.17702,0.149601,0.312614,-0.208776,-0.181151,-0.124488,0.174543,-0.227214,-0.121279,0.272892,0.219312,0.189741,-0.219418,0.190556,-0.314196,0.135785,0.379705,0.250838,-0.218409,0.2198,-0.197681,0.046569,0.282889,0.271376,-0.153332,0.305576,-0.153585,-0.292315,-0.215019,0.344624,-0.24584,-0.337751,-0.162286,-0.2736,-0.135858,-0.124026,-0.293081,-0.301781,-0.247442,-0.295282,0.115542,-0.319681,-0.207452,-0.276107,0.058004,0.291919,0.224989,0.127424,0.19282,-0.278776,0.262385,0.240878,0.172529,-0.338926,0.07971,0.162785,-0.128722,-0.299268,-0.197179,-0.21588,0.284158,-0.306139,0.298004,-0.283379,-0.144938,-0.099198,-0.221604,0.092626,-0.282191,0.279515,0.273341,-0.251825,-0.143467,-0.230252,-0.08553,0.182611,-0.316653,0.137532,-0.120792,0.141831,0.285002,0.142989,-0.136218,-0.296537,0.116571,0.327518,0.240835,-0.2759,-0.284523,0.183816,-0.196546,0.262817,-0.153218,-0.241444,0.317762,0.261268,-0.175183,0.27034,0.185417,-0.202713,-0.142188,0.284285,-0.162639,0.355568,0.152148,-0.218278,-0.223797,-0.341749,0.397504,0.219359,0.261336,0.060356,0.023274,0.219343,-0.197452,KL,1,1
group_5626,0.191491,-0.118333,0.188732,-0.167251,0.174609,-0.147109,0.356912,-0.174239,0.305872,0.114355,-0.249197,0.262182,-0.215431,-0.274876,-0.301801,-0.366825,0.35793,0.242417,0.124539,-0.275662,0.255058,0.083661,-0.156593,-0.194499,-0.206637,0.206256,-0.091139,0.140048,-0.228911,-0.162739,-0.282067,0.088247,-0.274011,0.257094,-0.271772,-0.192198,-0.127268,0.115314,-0.238239,0.175295,0.069135,0.123598,-0.212358,0.201379,0.225894,0.164594,0.215332,0.257465,0.19954,0.20909,0.287625,0.245265,0.124686,-0.178893,0.329693,0.331616,0.143823,-0.188571,-0.263104,-0.243311,-0.234486,-0.062511,0.299712,-0.119626,-0.186667,-0.232328,0.284842,-0.364094,-0.341194,0.253746,0.258012,0.171697,0.09,-0.239772,0.327159,-0.318922,0.103238,0.168811,0.288641,0.250597,-0.144201,0.343076,-0.243173,-0.152765,0.220629,0.25194,0.110054,0.362475,-0.257225,0.191087,-0.073789,0.283771,-0.045976,-0.17712,-0.21024,0.159341,0.211701,-0.319409,-0.122501,-0.357932,0.222422,0.268402,-0.115504,0.198235,-0.2162,0.227241,0.071986,-0.080784,-0.285739,0.183889,-0.109439,-0.102152,0.185929,0.135014,-0.104933,0.189728,-0.250547,-0.121049,0.166489,0.225081,0.272579,-0.219866,-0.317131,-0.143527,-0.183733,-0.200704,-0.369276,0.181756,KL,0,0
igaA,-0.251685,0.210243,-0.244523,0.202569,-0.182093,0.187433,-0.287111,0.337432,-0.080405,-0.204397,0.30467,-0.211378,0.256559,0.268165,0.050352,0.280928,-0.112243,-0.209542,-0.134439,0.136912,-0.378157,-0.249141,0.070248,0.242776,0.105203,-0.166242,0.165019,-0.130007,0.086335,0.103799,0.252677,-0.309248,0.323966,-0.19758,0.15683,0.22924,0.071644,-0.036786,0.296861,-0.144236,-0.112583,-0.264232,0.283574,-0.082131,-0.292089,-0.206254,-0.242449,-0.270241,-0.046491,-0.327306,-0.237774,-0.078492,-0.08926,0.300921,-0.094757,-0.185108,-0.34416,0.24911,0.294837,0.329705,0.208188,0.255111,-0.119951,0.295675,0.308724,0.254457,-0.191426,0.357821,0.053304,-0.081201,-0.241026,-0.281711,-0.171936,0.08648,-0.201202,0.104231,-0.096951,-0.246809,-0.244359,-0.228749,0.216381,-0.217111,0.258682,0.113957,-0.143443,-0.267929,-0.081317,-0.205613,0.047989,-0.264671,0.161178,-0.074297,0.219753,0.200249,0.143882,-0.179998,-0.3216,0.172362,0.112148,0.268553,-0.285029,-0.201289,0.196018,-0.228742,0.238968,-0.309464,-0.148351,0.265777,0.233601,-0.222289,0.240876,0.28055,-0.257084,-0.190607,0.189013,-0.276361,0.249256,0.244439,-0.248302,-0.243167,-0.079313,0.258772,0.159916,0.080183,0.360528,0.264491,0.088155,-0.230718,KL,1,1
