GeneSymbol	V0	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101	V102	V103	V104	V105	V106	V107	V108	V109	V110	V111	V112	V113	V114	V115	V116	V117	V118	V119	V120	V121	V122	V123	V124	V125	V126	V127	Lgroup	GeneLabel
group_6071	0.134299	0.149309	0.138629	0.174883	0.033127	-0.157092	-0.009392	-0.037385	-0.042493	-0.024896	-0.038736	-0.009768	-0.134032	-0.074944	-0.068759	0.122906	-0.062233	-0.156333	0.091861	0.099885	-0.078747	0.057051	0.130639	0.017754	-0.028309	-0.006155	-0.10094	-0.042736	0.070019	0.054003	-0.01236	-0.009279	0.077081	-0.007041	0.043573	0.049505	-0.013833	0.082321	0.109344	-0.128866	-0.104058	-0.011431	-0.023147	-0.016404	-0.035758	-0.015053	0.156776	-0.040122	0.019374	-0.083389	0.034048	0.002894	0.010196	-0.005335	-0.107743	-0.014173	0.14973	-0.135615	-0.066508	0.000814	0.029017	0.098642	0.079732	0.023431	0.073377	-0.062338	0.12118	-0.039281	-0.052715	0.008744	0.162106	-0.113785	0.092762	-0.169085	-0.152753	0.152636	0.013396	-0.070958	-0.019379	-0.167661	-0.033518	-0.019119	0.006273	-0.006849	0.0336	0.053414	-0.14482	0.158854	-0.16618	-0.106618	-0.06725	-0.088068	0.176051	-0.112166	0.065306	0.006904	0.031724	-0.063401	-0.111429	0.069259	0.103707	-0.088358	0.170591	0.048487	-0.019509	-0.143102	0.137092	-0.022882	-0.095393	0.081279	-0.06253	-0.071529	0.098381	0.058575	-0.066379	-0.131238	0.023905	-0.017404	0.106812	-0.086459	0.028894	0.144488	-0.170849	-0.038314	-0.01018	-0.094574	-0.147192	-0.031583	0	0
group_6323	-0.051078	-0.011523	-0.099478	-0.005507	0.065432	0.024191	0.050212	0.026823	-0.017413	-0.03306	0.00862	-0.011759	-0.034878	0.079417	-0.005236	0.010883	0.02595	-0.076439	0.075526	0.206123	0.077305	-0.127008	-0.096405	-0.001085	-0.001638	-0.028044	0.052536	0.185429	-0.082913	0.103946	0.011805	0.217399	0.017919	0.029783	0.102825	-0.192899	-0.225731	-0.011642	-0.052289	-0.051207	-0.130368	-0.039061	0.060631	-0.019871	0.045993	-0.04551	0.205585	-0.032039	-0.042986	-0.038571	-0.113747	0.044099	0.009258	-0.007035	0.143717	-0.031819	0.07925	-0.020003	-0.03654	0.053511	-0.087208	0.052346	0.002403	0.069881	-0.137528	-0.076068	0.157559	-0.025173	0.090107	-0.04295	-0.104271	0.034393	-0.106679	-0.042329	0.01471	0.10393	0.183879	0.004462	-0.073856	-0.129601	0.032311	0.179555	-0.057784	-0.069066	0.08507	-0.115739	0.154915	0.098341	-0.100674	0.126391	-0.174303	-0.060131	0.044834	0.194769	-0.22234	-0.059365	-0.056166	-0.043728	-0.018185	0.18781	-0.020084	0.146271	-0.085179	0.080253	0.065721	0.080707	0.126968	0.080879	-0.085849	0.064251	-0.031031	0.144985	-0.041206	0.081358	-0.060067	0.040122	-0.106743	0.057361	0.037417	-0.025308	0.104672	0.020841	-0.061512	0.064763	-0.011596	0.091875	-0.051834	-0.025612	0	0
group_6390	-0.039191	0.085645	0.122663	-0.202281	0.044341	-0.149827	0.059904	-0.072092	0.007063	0.019812	0.038628	0.028301	0.068941	-0.008947	-0.051116	0.161587	0.044445	0.084511	-0.027929	-0.11593	0.095347	-0.161273	-0.015858	0.082117	0.050294	-0.039803	-0.10611	0.064839	-0.084177	-0.072535	-0.043331	0.091137	0.091727	-0.005474	-0.02902	-0.026148	-0.036176	0.011512	-0.124514	0.102319	-0.059666	0.070165	0.119715	-0.108721	-0.010468	0.044352	0.15547	-0.04557	-0.000407	0.092523	0.035279	0.034012	0.060362	-0.001714	0.046145	-0.040134	0.121564	-0.002414	0.039589	0.104703	0.042667	0.092734	-0.157341	-0.067491	-0.130441	-0.075672	-0.019441	0.087843	0.016637	-0.100305	0.04072	-0.044808	-0.211623	-0.053186	-0.128941	0.181507	0.062732	-0.145556	-0.204338	-0.065531	0.066234	-0.052826	0.164756	0.049986	-0.140371	0.093953	0.071172	0.185926	0.060728	-0.009098	-0.122636	0.111868	0.086223	-0.006419	-0.111208	-0.018107	0.031645	0.043562	-0.119926	-0.074127	-0.075369	0.118793	0.145961	-0.050972	-0.019515	-0.03414	0.204027	0.047651	0.018725	-0.011816	-0.153299	0.153132	-0.116762	0.010105	-0.004512	0.010365	-0.041704	0.044933	-0.158789	0.030714	0.046757	-0.033511	-0.080157	0.021221	-0.180868	0.029327	-0.127888	-0.00509	0	0
group_6514	-0.051323	0.049641	0.133438	-0.067958	-0.003735	0.064917	-0.011528	-0.128458	-0.142802	-0.052812	0.021538	-0.105279	0.102302	0.108917	0.097834	-0.070638	0.065435	-0.012493	-0.108223	0.028009	0.047889	-0.086679	0.055338	0.000663	0.038997	-0.0666	0.089861	0.127992	0.074859	0.014024	0.049908	0.035152	-0.015909	0.108936	-0.029173	0.02202	-0.076725	0.090067	-0.084657	-0.022615	0.039322	-0.004783	-0.147392	-0.010989	0.141641	-0.051718	0.031231	-0.116809	-0.009162	-0.05243	-0.018716	0.084869	-0.073617	0.10334	0.099608	0.063723	-0.039482	0.080436	0.019228	-0.02005	0.151077	-0.04085	-0.045624	0.018678	0.000672	-0.095375	0.042423	0.030234	-0.037965	-0.137242	-0.034483	-0.026309	-0.016142	-0.046619	0.070154	0.050327	-0.020766	-0.035341	-0.122548	0.166761	-0.138475	0.104177	-0.121692	-0.026552	0.084442	0.021121	-0.095593	-0.115013	0.047821	0.012507	-0.156615	-0.152318	0.113169	-0.170233	0.054597	0.032538	-0.058589	0.089786	-0.011683	0.019077	0.048029	-0.056911	0.116213	-0.063132	0.039725	-0.077448	0.165632	-0.045704	-0.012523	0.143498	0.008304	0.113186	-0.079886	0.098387	0.044059	-0.172059	0.045414	-0.024399	-0.023543	0.09045	0.046754	-0.007714	0.015594	-0.064656	0.068844	0.116408	0.043485	0.013884	0	0
group_6642	-0.077499	-0.091031	-0.027805	-0.133328	0.070264	-0.171643	0.026916	-0.155239	0.059394	-0.046991	-0.047427	-0.071751	0.162304	0.102848	0.081166	0.101328	0.041449	-0.037334	0.094596	0.00834	-0.100056	0.033317	-0.03734	0.046869	-0.07804	-0.140125	-0.090005	-0.078615	0.026018	0.002	0.097281	-0.118162	0.030302	0.043284	0.016268	-0.019577	-0.050191	0.044596	0.068205	-0.0194	-0.073302	-0.004998	-0.051499	0.059955	0.027449	0.102244	-0.058887	0.176193	0.015976	0.012157	-0.055896	-0.104106	0.027935	0.154631	-0.015967	-0.11944	0.01651	-0.013572	0.011962	-0.014623	-0.060023	0.004647	0.020933	0.114558	-0.093052	0.085042	0.04253	0.001561	0.135236	0.003027	0.037915	0.032267	-0.008382	-0.00869	0.067366	-0.149879	0.149529	0.044183	0.051764	0.034297	0.090337	0.019557	0.080945	0.048117	-0.039914	-0.086341	0.062555	-0.075322	0.119942	-0.037818	0.088962	0.073919	0.166948	0.045948	0.029877	0.027775	-0.03931	-0.103731	0.068008	0.125301	-0.009211	-0.061647	-0.070654	0.081304	-0.15376	-0.012043	-0.05533	-0.054003	-0.033303	-0.004519	0.026377	-0.047832	0.019848	0.038988	-0.074687	0.094814	0.020045	-0.02599	-0.097568	0.026416	0.084267	0.119092	-0.03197	0.092163	-0.036719	-0.014834	-0.082	-0.124093	0	0
group_6837	-0.0346	-0.151808	0.171204	0.04117	0.092802	-0.005154	-0.042721	-0.107858	0.001486	0.085644	-0.070932	0.065738	0.046111	-0.047536	0.015749	0.094905	0.008106	0.16527	0.067648	-0.050719	0.153327	-0.005709	-0.076482	0.009013	0.127965	-0.032537	0.034623	0.019747	-0.024365	-0.084121	-0.067689	-0.016903	0.134598	-0.016287	0.094439	-0.136247	0.159471	0.051443	0.048336	-0.076531	-0.00088	0.092297	-0.126158	0.098844	-0.067867	0.115292	0.064286	0.012522	0.129498	0.047128	-0.10126	0.019866	0.002249	0.051266	0.014893	0.086526	0.00494	0.071299	0.030064	-0.013921	0.023939	0.043859	0.036283	0.01767	0.167318	-0.077844	0.026487	0.093998	-0.02226	0.043025	-0.04852	-0.01864	0.006696	0.019153	-0.067778	0.033972	-0.002501	0.014756	0.072613	-0.012243	-0.105343	-0.088335	-0.087388	-0.058779	0.01605	0.086283	-0.013319	0.084728	0.036208	-0.011736	-0.137872	0.080699	0.163773	-0.000308	-0.072981	0.112212	0.167049	-0.060757	-0.031537	-0.001567	0.062209	0.136129	0.01776	-0.022201	-0.041857	0.046351	-0.173992	0.073271	-0.020591	0.154135	-0.162737	-0.030005	-0.118957	0.038349	0.045758	0.154642	-0.03689	0.105761	-0.073147	0.116199	-0.050806	-0.055768	-0.024421	-0.030658	-0.111377	0.078455	0.08955	0.096952	0	0
group_6841	-0.014348	0.038619	0.006912	-0.037911	-0.030964	0.063063	-0.057918	0.057481	-0.082119	-0.129916	-0.159334	0.174578	0.085291	0.05859	0.003125	0.04726	0.07029	-0.072101	-0.072604	-0.024289	-0.045533	-0.010744	-0.003002	-0.060237	-0.074329	0.006559	0.026377	-0.054258	-0.153101	-0.097951	-0.040254	0.024748	-0.056399	0.009173	-0.017963	0.045356	0.000675	0.14555	-0.066927	-0.105275	0.003402	0.063132	-0.003266	-0.04441	0.016286	0.05881	0.0531	-0.069044	-0.096429	0.020939	-0.132329	-0.018252	-0.019721	0.006366	-0.056446	-0.065921	-0.07927	-0.051404	0.061655	0.036388	-0.174799	0.050974	0.0228	-0.170309	0.152239	-0.174461	0.091131	0.013437	-0.019442	-0.0465	0.023491	-0.014453	0.092327	0.075393	-0.037046	-0.130405	-0.025974	-0.119296	-0.016256	-0.037163	-0.11763	-0.101774	0.067674	-0.096331	-0.003319	-0.127929	-0.011092	0.146784	-0.081314	-0.149236	0.01074	0.020265	-0.082174	-0.149614	-0.114714	-0.116284	-0.064276	-0.032583	0.048235	-0.081016	-0.07769	-0.086687	0.004259	0.133312	-0.108495	0.104758	0.145379	0.148737	-0.081497	0.107504	-0.026281	0.020748	-0.007046	-0.164234	0.101728	0.001835	-0.056718	-0.008635	0.003437	0.071853	-0.018988	0.033983	0.021452	-0.061153	-0.034602	-0.068432	0.139891	0.050323	0	0
group_6849	-0.077247	0.118425	0.016544	-0.034994	0.053012	-0.096274	-0.002361	0.005034	0.075801	0.025265	-0.040088	0.010937	-0.076306	-0.011905	0.060622	-0.070939	0.063117	-0.038816	0.124629	-0.020445	-0.000478	0.041364	-0.035845	-0.027581	-0.128595	-0.006853	0.063557	-0.052438	-0.010407	-0.075161	0.145609	-0.003408	-0.091153	-0.047034	0.098203	-0.048902	0.08133	0.040624	0.017097	-0.154694	0.053026	0.022719	-0.020697	0.081187	0.116446	0.065611	0.026669	-0.001067	0.026115	0.028447	-0.059835	0.064414	-0.092444	0.088246	-0.020055	0.135064	-0.140593	0.038112	0.007859	0.173182	0.011842	0.041968	0.154991	0.008062	0.019768	0.13931	-0.037523	0.007442	0.055168	-0.133197	-0.06903	0.013994	-0.020887	-0.114791	-0.046219	0.045511	-0.140628	0.014234	0.01769	0.087527	0.024702	-0.077791	0.041102	-0.005662	0.126922	0.134752	-0.016805	0.073058	0.099529	0.034837	-0.049066	0.123681	0.07285	-0.131021	-0.022758	-0.036424	-0.037768	-0.048015	-0.164922	0.01145	-0.144022	0.129424	-0.160108	0.000652	-0.01987	-0.013496	0.076255	-0.030218	0.144196	0.074386	0.101491	0.157875	0.084059	-0.044437	-0.012782	-0.031944	-0.002412	0.051367	-0.057062	-0.087543	0.126405	-0.014123	0.089943	-0.105293	-0.028802	0.073207	-0.139061	-0.078283	0	0
group_7402	0.015193	0.090547	-0.103817	0.092218	0.095775	0.066905	-0.027463	0.100119	0.071959	-0.120465	0.046323	-0.12618	-0.083312	0.076346	0.02482	0.135664	0.111977	-0.050158	-0.178847	-0.011611	-0.017971	0.028159	0.072689	0.120684	0.023256	0.023641	0.09228	-0.192456	0.093238	0.096442	0.09164	-0.154824	-0.039613	-0.016828	0.093044	0.0916	-0.028458	-0.020212	0.079847	0.086727	0.008092	-0.190563	-0.016319	0.161735	0.182893	-0.092296	0.009447	-0.147279	-0.018453	-0.045092	-0.065531	0.050563	0.198702	0.178177	0.029402	0.082395	-0.105384	-0.021468	0.083379	0.155169	0.111807	0.034996	0.11374	-0.103447	-0.037696	0.193529	-0.073024	0.063683	-0.102368	0.00931	-0.047822	-0.093439	0.1032	0.177272	-0.073729	0.056001	0.095757	-0.035939	0.131984	0.025838	0.015851	0.053371	-0.013965	-0.069791	-0.030676	-0.023031	0.040249	-0.0353	0.001592	-0.088381	-0.02341	-0.152582	-0.135494	0.001337	0.067502	0.064876	0.006693	-0.132791	-0.125686	0.086189	0.048047	0.048452	-0.07638	-0.078646	0.014619	0.048356	0.071532	-0.149869	0.053511	0.089058	-0.146457	-0.001526	-0.05342	-0.068174	-0.076065	-0.053455	0.048466	0.160691	0.033758	0.036599	0.054196	-0.096287	-0.035193	-0.016342	-0.07847	-0.037886	-0.176177	0.075927	0	0
group_80	-0.133884	-0.019762	-0.129114	-0.119209	-0.071916	-0.021563	-0.157582	-0.029616	-0.000676	0.158055	0.004236	0.080976	0.029875	-0.069788	0.01137	-0.089781	-0.031061	0.06741	0.109884	0.027504	0.056498	0.040762	0.161414	0.084676	-0.039094	-0.083876	-0.152607	0.073242	0.153884	0.144397	0.129911	-0.155333	-0.110365	-0.089724	0.131383	0.105305	0.009091	-0.175106	-0.040985	-0.02286	0.009534	0.082761	-0.086501	0.133288	0.015342	0.008127	0.081596	0.070668	0.013881	-0.04472	-0.119516	0.111143	0.049511	0.008957	0.016531	-0.011657	-0.000339	0.15901	0.171314	-0.115629	-0.050812	-0.023333	0.109933	-0.050766	-0.03453	0.003761	0.163984	0.131167	-0.024268	0.000082	0.032811	-0.101278	-0.09103	0.14052	-0.077008	0.136526	-0.022646	-0.08643	-0.111271	-0.031841	0.129151	-0.032167	-0.056907	-0.015892	0.080923	0.123386	-0.006425	0.0245	-0.096757	-0.024725	0.076425	-0.053698	0.063312	0.097159	-0.078927	-0.018556	0.036987	0.05239	-0.148601	-0.021273	-0.106408	-0.143064	-0.116531	0.0754	-0.06583	-0.027863	-0.032697	-0.045871	0.015097	0.101083	0.109612	-0.03307	0.048099	-0.110453	-0.112422	-0.048206	-0.055025	0.076545	-0.075409	0.044493	-0.035392	-0.023368	0.040119	-0.01713	-0.066914	-0.036618	0.00848	0.134478	0	0
group_93	-0.024483	-0.112434	-0.082469	0.025301	0.092685	0.031672	0.147562	-0.117413	0.008988	-0.106678	0.107222	-0.018148	-0.120206	-0.094594	0.022614	-0.108344	-0.161794	-0.11691	-0.05447	-0.150914	-0.022717	0.033664	0.082723	0.007763	-0.090161	0.022942	-0.09768	-0.129371	0.165986	-0.002329	0.129695	0.104145	0.148498	-0.047151	0.096522	-0.029655	-0.101528	0.038747	0.004326	0.046246	-0.039515	0.11652	-0.081532	-0.118433	0.037045	-0.047949	-0.027901	-0.04262	-0.052526	0.132751	-0.124656	0.163877	0.017418	0.032995	0.15055	-0.121746	0.021402	-0.104386	0.013323	-0.158345	0.006944	0.063546	0.037358	0.130704	0.099972	0.057585	0.098353	0.000279	-0.006	-0.054004	0.027541	0.102077	0.040149	-0.057839	0.016214	-0.05328	-0.130369	-0.0951	-0.083974	-0.110858	0.0977	-0.017838	0.000395	0.118242	-0.030265	-0.078725	0.102476	-0.015272	0.101375	0.049077	-0.000615	0.089664	-0.123246	-0.037143	-0.07902	-0.116427	-0.024729	-0.042841	-0.014162	-0.104187	0.09661	-0.069996	-0.048664	0.107691	-0.04787	0.086753	-0.01108	-0.043777	0.033665	-0.112521	-0.063991	0.043238	-0.080754	-0.009657	0.022915	-0.174446	-0.014388	0.172235	-0.103355	-0.100839	-0.065743	0.00929	0.012718	0.039138	0.006668	-0.130533	-0.018857	0.0433	0	0
group_966	0.159106	-0.049889	0.062566	-0.122582	0.066187	-0.021038	-0.171268	0.009061	0.156805	0.004615	-0.039915	0.023314	-0.123719	0.010219	0.038508	0.037836	-0.031241	0.133213	0.020249	0.019321	0.040128	0.045685	-0.037175	-0.051625	0.056988	0.094538	0.111235	-0.020858	-0.149992	-0.140259	-0.062386	-0.080495	-0.01505	-0.146612	0.08424	-0.129476	-0.086036	-0.024094	-0.102345	0.032308	-0.027316	0.086918	0.009121	-0.014706	-0.001416	0.013139	0.144183	-0.012432	0.070282	-0.143999	-0.015903	0.010039	-0.063799	-0.121061	-0.017657	0.044575	0.147103	-0.001533	-0.055362	0.035899	-0.071805	-0.07307	0.069802	0.071845	0.08081	0.0034	0.06596	0.016875	-0.082859	0.092611	0.12159	0.109969	0.04986	0.076063	0.155021	0.075095	-0.034738	-0.025856	-0.064963	-0.041208	0.00848	-0.032299	-0.011407	0.017009	-0.134814	0.009249	-0.166494	0.096948	-0.069711	0.046828	-0.043663	0.055614	0.013056	-0.063424	0.01979	-0.104872	0.025724	0.08727	-0.003375	-0.021196	0.052328	-0.097487	-0.118177	-0.01332	-0.092562	-0.073607	-0.025144	0.062863	-0.079528	0.015603	-0.073295	0.047419	-0.039268	-0.077238	-0.139402	0.117427	0.015695	0.028705	0.059521	0.122865	-0.136763	0.008606	0.038928	-0.133673	-0.03453	-0.043815	-0.028847	-0.045088	0	0
intQ_1	0.045097	-0.081236	0.143889	0.103064	-0.047295	-0.013172	0.028804	-0.034043	-0.054468	-0.074646	-0.128051	0.064165	0.018077	-0.018521	0.098685	0.114683	-0.080313	-0.049016	0.032517	-0.096566	-0.098648	0.008578	0.072119	0.046711	-0.025249	-0.047076	-0.002318	0.010677	-0.126414	0.040146	-0.094045	0.110659	0.105041	0.057041	-0.094675	-0.038468	0.056278	-0.109448	-0.013286	-0.042114	-0.046058	0.069879	0.169449	0.079263	-0.097292	0.004611	-0.136721	-0.043841	0.097239	0.162493	0.105137	-0.05695	-0.002103	0.11273	0.164771	0.113149	-0.025643	0.085	0.086828	0.065126	-0.089438	0.036984	-0.02588	0.008639	-0.030864	0.044565	-0.020628	0.030333	0.042902	-0.056373	-0.030884	-0.070573	-0.121174	0.019056	0.024504	-0.038042	-0.043242	0.09754	0.005389	-0.152836	0.010355	0.106871	-0.031677	0.078928	-0.019152	-0.117416	0.193167	0.021785	0.017652	0.035289	-0.005511	-0.075581	-0.08678	0.031501	0.090517	-0.07726	0.006046	0.005702	0.001284	0.099301	0.018959	-0.049138	0.04422	-0.007337	0.096609	0.093784	0.044111	0.059772	0.009922	0.143777	-0.032662	-0.040023	-0.081386	0.001486	-0.020828	-0.08623	-0.066039	0.000559	0.107659	0.065118	-0.094988	-0.172787	-0.03159	-0.070081	0.026229	0.080052	-0.099106	0.109192	0	0
manZ_2	0.040498	0.106056	0.083006	-0.052532	0.098584	-0.017547	0.088309	-0.003589	0.054404	0.011452	-0.088081	-0.193447	0.001392	-0.078232	0.00084	-0.140802	0.093651	0.059697	-0.167881	-0.029138	0.018551	0.13261	0.097609	-0.157078	-0.058591	0.070717	0.013178	0.095767	-0.047364	0.024583	0.113615	0.016848	-0.1008	-0.050629	0.059588	-0.013657	0.202245	0.062957	-0.123062	0.179964	-0.069714	-0.026275	0.092679	-0.12102	0.04333	0.000437	-0.082687	-0.019994	0.076529	-0.055009	0.053247	-0.080542	0.005256	-0.003526	-0.157538	0.061807	0.139626	-0.075034	0.007515	-0.091968	-0.03864	0.003443	-0.042756	-0.018294	0.074287	0.148546	-0.022457	-0.140701	0.022127	0.094772	-0.020407	0.015218	0.044027	0.138416	0.075678	-0.124852	-0.126137	-0.049894	-0.09431	-0.033266	0.022262	-0.078555	0.063973	-0.126555	0.085922	0.149402	-0.017967	-0.208563	-0.043258	0.079467	-0.002805	-0.066766	-0.196593	-0.135212	-0.107171	-0.115594	0.111733	0.021548	0.055066	-0.194827	-0.168343	-0.076192	-0.044142	-0.003935	0.096608	-0.061791	0.010101	0.034277	0.129416	-0.051282	0.135568	-0.040037	-0.053675	-0.003262	0.046123	-0.070396	-0.099445	0.005959	0.072915	0.002519	0.03157	-0.005023	0.02082	0.086883	0.032478	0.063012	-0.197538	0.089614	0	0
opuBB	-0.115923	-0.113505	-0.026642	0.051547	-0.002134	-0.059458	-0.180776	0.101101	0.107162	0.051738	-0.060183	0.095564	0.075578	-0.107749	0.068585	-0.075755	-0.050103	-0.06206	-0.08673	0.002922	-0.034965	0.054757	-0.032458	0.089985	-0.045921	0.046431	0.10767	-0.161531	0.098869	0.178183	-0.020375	0.012596	0.114838	0.038729	0.189749	0.036715	-0.08978	0.049215	-0.024624	-0.002232	-0.061528	0.00297	-0.007024	-0.062255	0.18113	-0.142686	-0.190699	0.050753	-0.065754	-0.007963	0.102049	-0.117763	0.147465	-0.000201	0.008676	0.000843	0.009613	0.144536	0.015063	-0.095257	-0.112183	-0.139362	0.055561	0.001945	0.181354	-0.049776	-0.042651	0.053774	-0.083324	0.062766	0.013861	-0.043687	-0.049079	-0.063942	-0.014598	-0.078445	0.008648	0.057795	0.125361	0.057598	0.132439	-0.186445	-0.200569	0.026789	-0.143725	-0.031699	-0.15858	0.039602	0.077513	0.042503	0.137766	-0.164997	-0.063261	-0.077919	-0.038941	0.058911	-0.105755	0.156162	0.066063	0.01067	-0.184836	-0.162297	0.027339	-0.14382	-0.011904	-0.003212	-0.089472	0.05007	0.102998	0.10916	-0.032499	0.095421	-0.026687	0.096524	-0.005246	0.152255	0.084151	-0.007058	0.013749	0.064917	0.001699	-0.065182	-0.065812	0.146596	0.019836	0.105495	0.127519	-0.014871	0	0
vanH	-0.011184	-0.100183	0.060711	0.016969	0.181009	-0.046213	0.070823	0.05192	-0.024796	0.024084	0.06185	0.060822	-0.112879	-0.119448	0.079499	0.02796	0.023304	-0.001967	0.100551	0.049146	-0.124739	0.050511	-0.001365	0.009965	-0.068032	-0.058324	0.062315	-0.059197	0.078416	0.07318	-0.061215	0.02724	0.102873	-0.017271	-0.12918	0.15673	0.03997	-0.012058	0.162981	0.067567	-0.013252	0.083024	0.068265	0.090658	-0.018348	-0.073816	0.019002	0.124996	0.029762	-0.01954	-0.095415	-0.09239	-0.010847	0.111295	-0.0099	-0.139532	-0.083567	-0.130779	-0.029778	-0.046706	0.071227	-0.033418	0.141834	0.050266	-0.046915	-0.085289	0.15615	0.028679	-0.06292	0.099707	-0.149113	-0.127633	0.156007	0.041881	0.133805	-0.069873	-0.064189	-0.090545	0.02322	-0.167387	0.104469	-0.007746	-0.067794	0.072403	-0.097225	0.007933	-0.132089	-0.164007	-0.07868	-0.055608	-0.057632	-0.008105	0.002606	-0.084415	-0.000197	-0.095487	0.075751	-0.066175	-0.177648	0.054551	0.001916	-0.088752	-0.085796	0.025619	0.106771	0.115426	-0.056804	-0.036756	0.003005	-0.003705	0.147851	0.136153	-0.072268	0.002228	0.061765	0.054709	0.007558	0.137454	0.040283	-0.050091	-0.035	0.085032	0.156139	0.024356	0.055513	0.007744	-0.012809	-0.001535	0	1
vanYB	-0.114358	0.039066	0.08751	0.079542	0.059306	0.059622	-0.047453	0.049921	0.066076	0.05821	0.0258	0.026521	-0.176056	0.126315	-0.032723	0.144965	-0.106581	-0.139706	0.100868	0.026796	0.116235	-0.150177	0.067693	-0.176591	-0.049316	0.06568	-0.125439	-0.080984	0.159972	-0.008099	-0.056169	-0.128431	0.139028	0.050122	-0.073145	0.062459	0.033224	-0.051941	-0.143225	0.065864	-0.031114	-0.0654	-0.168207	-0.132593	-0.063484	0.010928	-0.030643	-0.020871	0.121271	-0.146285	-0.001057	-0.028268	0.080413	0.09517	-0.127971	0.09329	0.059762	0.048037	-0.090271	0.11411	-0.03242	-0.176234	0.006744	-0.058859	0.081864	-0.054365	0.079136	-0.10281	-0.133951	-0.009928	-0.031048	-0.047173	0.000452	0.06671	0.009081	-0.095245	-0.036184	0.127074	0.002236	0.113307	-0.007782	0.005723	0.070905	-0.027061	0.042539	0.04567	-0.160479	-0.072809	-0.015983	0.040064	0.030746	-0.044295	-0.052639	-0.053032	-0.098943	-0.120675	-0.069534	-0.021848	-0.142401	0.033093	0.022565	-0.081347	-0.078632	0.031337	-0.127463	-0.024557	0.024633	0.055045	-0.021161	-0.18693	0.013392	-0.060564	0.031882	0.063241	-0.121923	0.137908	0.053535	-0.040696	-0.099411	0.044437	0.044934	0.062399	0.111952	-0.135964	0.020059	-0.031563	-0.15049	0.019709	0	1
walK_3	-0.104113	-0.045407	0.092472	0.017616	0.09782	-0.081434	-0.144219	0.054624	0.022467	-0.059834	-0.130067	0.016829	-0.049551	0.014047	-0.125719	-0.03428	-0.025624	-0.078864	0.042346	-0.153389	-0.008231	-0.034883	0.001235	0.031266	0.017777	-0.152587	-0.107995	0.116929	-0.122391	0.067423	0.000916	-0.181942	0.129417	-0.114107	0.156503	0.06215	0.01112	-0.030381	-0.062947	-0.046911	-0.083409	-0.018053	-0.021537	0.094368	0.016992	-0.066077	-0.186172	0.011554	-0.102958	-0.025362	-0.038035	0.006762	0.007142	-0.133214	-0.050286	-0.018837	0.064965	0.116568	0.129993	0.048376	-0.077975	-0.089354	0.104361	-0.05792	0.111309	0.180696	0.058996	0.169778	-0.033885	0.117466	0.029577	0.132966	-0.047699	0.086118	0.053865	0.02213	-0.011399	-0.09257	0.030557	0.008132	0.087152	-0.101387	0.086585	-0.126141	-0.042199	0.013476	-0.12502	-0.044385	-0.108556	-0.040033	0.034134	-0.132592	-0.08924	-0.055409	0.165655	-0.194092	0.015709	0.007345	0.011432	-0.017885	0.128094	-0.109672	0.087382	-0.101294	0.080982	0.097347	-0.066391	-0.094677	-0.105302	0.076061	0.012702	0.034437	-0.019227	-0.176921	0.115558	-0.031748	0.030463	-0.034259	-0.014581	-0.049121	0.168382	-0.105692	-0.018129	-0.055959	-0.033533	0.000063	-0.007382	0.081745	0	0
walR_2	0.02805	-0.052075	-0.044043	0.046088	-0.090523	-0.033071	-0.075872	0.044558	0.075796	0.108328	-0.052558	-0.071734	-0.062039	-0.119157	-0.064769	-0.047328	0.044269	0.033146	-0.042816	0.037464	-0.063605	-0.061293	0.110619	-0.022377	0.012004	-0.149354	0.026559	-0.04043	0.138553	0.01896	0.149781	0.044004	0.10672	0.143804	-0.024799	-0.119642	0.097021	0.098819	0.01082	0.028971	-0.031609	-0.175973	-0.159041	-0.142011	0.12162	-0.125864	-0.061276	-0.026124	-0.044257	-0.071643	0.036382	0.061314	0.021339	0.122711	0.029245	0.095273	-0.038439	-0.044179	0.032084	-0.040435	0.02216	-0.091903	0.086629	-0.082868	0.066944	-0.030085	0.154558	0.025559	-0.100995	0.010443	0.179398	-0.073241	-0.014979	0.028147	-0.123127	0.007211	-0.007403	0.002508	0.139009	-0.14044	0.157071	-0.011393	0.027396	-0.017698	0.032346	0.014493	0.015919	-0.073152	-0.042788	-0.162239	0.006088	-0.071898	0.03682	-0.058071	0.038905	0.087162	0.070079	-0.051422	0.135	-0.080066	-0.00794	0.057091	0.025539	-0.160128	0.050932	0.027199	-0.038281	-0.105336	0.023027	-0.000056	-0.019741	-0.008953	0.019189	-0.086994	0.079113	0.088773	-0.038643	0.035315	0.090202	-0.10454	0.053886	0.027375	0.019191	0.0557	0.004781	-0.11006	0.021063	0.056862	0	1
